Company Name,City,State,Location
MN-BMCD ML JOINT VENTURE,NORFOLK,VIRGINIA,"36.8507689, -76.28587259999999"
MN-BMCD SE JV,TAMPA,FLORIDA,"27.9516896, -82.45875269999999"
MNDPI PACIFIC JV,HONOLULU,HAWAII,"21.3098845, -157.8581401"
"MODERN TECHNOLOGY SOLUTIONS, INC.",ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
MODEX THERAPEUTICS LLC,NATICK,MASSACHUSETTS,"42.2775281, -71.3468091"
MOFFATT & NICHOL,WALNUT CREEK,CALIFORNIA,"37.9100783, -122.0651819"
MOFFATT & NICHOL - AECOM JV,CLIFTON,NEW JERSEY,"40.8654493, -74.1610268"
MOFFATT & NICHOL - BURNS & MCDONNELL HAWAII,HONOLULU,HAWAII,"21.3098845, -157.8581401"
MONONGAHELA POWER COMPANY,FAIRMONT,WEST VIRGINIA,"39.4850848, -80.1425781"
"MONSTER GOVERNMENT SOLUTIONS, LLC",WESTON,MASSACHUSETTS,"42.3667625, -71.3031132"
MONTANA STATE UNIVERSITY,BOZEMAN,MONTANA,"45.67931189999999, -111.037259"
MOOG INC,ORLANDO,FLORIDA,"28.5383832, -81.3789269"
MOOG INC,EAST AURORA,NEW YORK,"42.7678376, -78.6133589"
MOOG INC.,BLACKSBURG,VIRGINIA,"37.2300668, -80.4150745"
MOOG MILITARY AIRCRAFT LLC,ELMA,NEW YORK,"42.8393151, -78.6369078"
MORAN TOWING CORPORATION,NEW CANAAN,CONNECTICUT,"41.146763, -73.4948445"
MORPHOSIS ARCHITECTS,CULVER CITY,CALIFORNIA,"34.0211416, -118.3968001"
"MOTOR COACH INDUSTRIES, INC",DES PLAINES,ILLINOIS,"42.0416537, -87.8876429"
"MOTOROLA SOLUTIONS, INC.",LINTHICUM HEIGHTS,MARYLAND,"39.2051077, -76.6527456"
"MOTOROLA SOLUTIONS, INC.",CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
MP2 ENERGY NE LLC,SPRING,TEXAS,"30.0799405, -95.41716009999999"
MPC PRODUCTS CORPORATION,NILES,ILLINOIS,"42.0189191, -87.80284019999999"
MRIGLOBAL,KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
MSA SAFETY SALES LLC,CRANBERRY TOWNSHIP,PENNSYLVANIA,"40.7164495, -80.1205256"
MTU AMERICA INC.,NOVI,MICHIGAN,"42.48059, -83.4754913"
"MULLENLOWE U.S., INC.",BOSTON,MASSACHUSETTS,"42.3555076, -71.0565364"
MUTUAL TELECOM SERVICES INC.,HERNDON,VIRGINIA,"38.9695545, -77.3860976"
"MW BUILDERS, INC.",PFLUGERVILLE,TEXAS,"30.4548451, -97.6222665"
MYKONOS TANKER LLC,TAMPA,FLORIDA,"27.9516896, -82.45875269999999"
NAC INTERNATIONAL INC,PEACHTREE CORNERS,GEORGIA,"33.9560768, -84.23216169999999"
NAMMO DEFENSE SYSTEMS INC.,MESA,ARIZONA,"33.4151843, -111.8314724"
NAMMO POCAL INC,SCRANTON,PENNSYLVANIA,"41.410314, -75.661099"
NAN INC,HONOLULU,HAWAII,"21.3098845, -157.8581401"
NAPHCARE INC,VESTAVIA HILLS,ALABAMA,"33.4487183, -86.7877668"
NATIONAL ACADEMY OF PUBLIC ADMINISTRATION,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
NATIONAL ACADEMY OF SCIENCES,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
"NATIONAL AEROSPACE SOLUTIONS, LLC",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"NATIONAL AIR CARGO GROUP, INC.",ORLANDO,FLORIDA,"28.5383832, -81.3789269"
NATIONAL ASSOCIATION OF STATE MENTAL HEALTH PROGRAM DIRECTORS INC,ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
NATIONAL CENTER FOR DEFENSE MANUFACTURING AND MACHINING,JOHNSTOWN,PENNSYLVANIA,"40.32674069999999, -78.9219698"
"NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE, INC.",HADLEY,MASSACHUSETTS,"42.3417565, -72.58842220000001"
NATIONAL COMMITTEE FOR QUALITY ASSURANCE,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
NATIONAL COUNCIL FOR BEHAVIORAL HEALTH,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
"NATIONAL GOVERNMENT SERVICES, INC.",INDIANAPOLIS,INDIANA,"39.76909, -86.158018"
NATIONAL INDUSTRIES FOR THE BLIND,ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
NATIONAL INSTITUTE OF BUILDING SCIENCES,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
NATIONAL INSTRUMENTS CORP,AUSTIN,TEXAS,"30.267153, -97.7430608"
NATIONAL JEWISH HEALTH,DENVER,COLORADO,"39.7392358, -104.990251"
NATIONAL MARINE SANCTUARY FOUNDATION,SILVER SPRING,MARYLAND,"38.99066570000001, -77.026088"
NATIONAL MARROW DONOR PROGRAM,MINNEAPOLIS,MINNESOTA,"44.977753, -93.2650108"
NATIONAL OPINION RESEARCH CENTER,CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
NATIONAL SPECTRUM CONSORTIUM INC,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
NATIONAL STEEL AND SHIPBUILDING COMPANY,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"NATIONAL TECHNOLOGIES ASSOCIATES, INC.",CALIFORNIA,MARYLAND,"38.3004029, -76.5074542"
"NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA, LLC",ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
NATIVE AMERICAN REHABILITATION ASSOCIATION INC,PORTLAND,OREGON,"45.515232, -122.6783853"
NAVISTAR DEFENSE LLC,MADISON HEIGHTS,MICHIGAN,"42.4858692, -83.1052028"
NAVITAS CLINICAL RESEARCH INC,GAITHERSBURG,MARYLAND,"39.1439689, -77.2016062"
NAVY FEDERAL CREDIT UNION,VIENNA,VIRGINIA,"38.9012225, -77.2652604"
NDCHEALTH CORPORATION,BROOKHAVEN,GEORGIA,"33.8650186, -84.33712659999999"
"NEESER CONSTRUCTION, INC.",ANCHORAGE,ALASKA,"61.2175758, -149.8996785"
"NEIL JONES FOOD COMPANY, THE",VANCOUVER,WASHINGTON,"45.6280277, -122.673865"
"NEIMAN TIMBER COMPANY, L.C.",HULETT,WYOMING,"44.6827619, -104.6016274"
NELNET SERVICING LLC,LINCOLN,NEBRASKA,"40.8136634, -96.7025764"
NELSON ENGINEERING CO.,MERRITT ISLAND,FLORIDA,"28.3180688, -80.6659842"
NELSON REFRIGERATION INC.,LA VISTA,NEBRASKA,"41.1800329, -96.06200179999999"
NETE SOLUTIONS CORP,MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
"NEUBER ENVIRONMENTAL SERVICES, INC.",GILBERTSVILLE,PENNSYLVANIA,"40.3200972, -75.6101844"
NEUROLOGICA CORP,DANVERS,MASSACHUSETTS,"42.5750009, -70.93212199999999"
NEVADA SYSTEM OF HIGHER EDUCATION,RENO,NEVADA,"39.529919, -119.8142691"
NEW ENGLAND AQUARIUM CORPORATION,BOSTON,MASSACHUSETTS,"42.3555076, -71.0565364"
"NEW TECH SOLUTIONS, INC.",FREMONT,CALIFORNIA,"37.5485396, -121.988583"
"NEW YORK GENOME CENTER, INC.",NEW YORK,NEW YORK,"40.7127753, -74.0059728"
NEW YORK UNIVERSITY,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
NEW YORK UNIVERSITY,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
NEXT TIER CONCEPTS INCORPORATED,VIENNA,VIRGINIA,"38.9012225, -77.2652604"
NIC4 INC,TAMPA,FLORIDA,"27.9516896, -82.45875269999999"
"NICE SYSTEMS, INC",PARAMUS,NEW JERSEY,"40.94827919999999, -74.0672769"
NISH,VIENNA,VIRGINIA,"38.9012225, -77.2652604"
NISTAC PLUS JV,GERMANTOWN,MARYLAND,"39.1731621, -77.2716502"
NOBLIS INC,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
NOLIN RURAL ELECTRIC COOPERATIVE CORP,ELIZABETHTOWN,KENTUCKY,"37.7043065, -85.87123849999999"
"NORESCO, LLC",WESTBOROUGH,MASSACHUSETTS,"42.2694066, -71.6133569"
NORFOLK DREDGING COMPANY,CHESAPEAKE,VIRGINIA,"36.7682088, -76.2874927"
"NORIDIAN HEALTHCARE SOLUTIONS, LLC",FARGO,NORTH DAKOTA,"46.8771863, -96.7898034"
NORTH BAY REHABILITATION SERVICES INC,ROHNERT PARK,CALIFORNIA,"38.3396367, -122.7010984"
NORTH CAROLINA DEPARTMENT OF PUBLIC SAFETY,RALEIGH,NORTH CAROLINA,"35.7795897, -78.6381787"
"NORTHEAST MISSOURI HEALTH COUNCIL, INC.",KIRKSVILLE,MISSOURI,"40.19475389999999, -92.5832496"
"NORTHERN DEFENSE INDUSTRIES, LLC",ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
NORTHROP GRUMMAN SYSTEMS CORP,WARNER ROBINS,GEORGIA,"32.6130007, -83.624201"
NORTHROP GRUMMAN SYSTEMS CORP,PALMDALE,CALIFORNIA,"34.577677, -118.1158545"
NORTHROP GRUMMAN SYSTEMS CORP,COLORADO SPRINGS,COLORADO,"38.8353142, -104.8216009"
NORTHROP GRUMMAN SYSTEMS CORP,KEYSER,WEST VIRGINIA,"39.4409277, -78.9739156"
NORTHROP GRUMMAN SYSTEMS CORPORATION,MELBOURNE,FLORIDA,"28.0794398, -80.6078048"
NORTHROP GRUMMAN SYSTEMS CORPORATION,APOPKA,FLORIDA,"28.6934076, -81.5322149"
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAINT AUGUSTINE,FLORIDA,"29.8921835, -81.3139313"
NORTHROP GRUMMAN SYSTEMS CORPORATION,SIERRA VISTA,ARIZONA,"31.5659931, -110.2743566"
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
NORTHROP GRUMMAN SYSTEMS CORPORATION,FORT WORTH,TEXAS,"32.7554883, -97.3307658"
NORTHROP GRUMMAN SYSTEMS CORPORATION,CHANDLER,ARIZONA,"33.3061605, -111.8412502"
NORTHROP GRUMMAN SYSTEMS CORPORATION,REDONDO BEACH,CALIFORNIA,"33.8491816, -118.3884078"
NORTHROP GRUMMAN SYSTEMS CORPORATION,EL SEGUNDO,CALIFORNIA,"33.9191799, -118.4164652"
NORTHROP GRUMMAN SYSTEMS CORPORATION,AZUSA,CALIFORNIA,"34.1336186, -117.9075627"
NORTHROP GRUMMAN SYSTEMS CORPORATION,WOODLAND HILLS,CALIFORNIA,"34.1685035, -118.6058267"
NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHRIDGE,CALIFORNIA,"34.2354576, -118.5361381"
NORTHROP GRUMMAN SYSTEMS CORPORATION,HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
NORTHROP GRUMMAN SYSTEMS CORPORATION,HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
NORTHROP GRUMMAN SYSTEMS CORPORATION,OKLAHOMA CITY,OKLAHOMA,"35.4688692, -97.519539"
NORTHROP GRUMMAN SYSTEMS CORPORATION,RADFORD,VIRGINIA,"37.13179239999999, -80.5764477"
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAN JOSE,CALIFORNIA,"37.33874, -121.8852525"
NORTHROP GRUMMAN SYSTEMS CORPORATION,SUNNYVALE,CALIFORNIA,"37.36883, -122.0363496"
NORTHROP GRUMMAN SYSTEMS CORPORATION,CHARLOTTESVILLE,VIRGINIA,"38.0301826, -78.4769353"
NORTHROP GRUMMAN SYSTEMS CORPORATION,MCCLELLAN,CALIFORNIA,"38.6733377, -121.390048"
NORTHROP GRUMMAN SYSTEMS CORPORATION,MCLEAN,VIRGINIA,"38.9338676, -77.1772604"
NORTHROP GRUMMAN SYSTEMS CORPORATION,MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
NORTHROP GRUMMAN SYSTEMS CORPORATION,MCLEAN,VIRGINIA,"38.9338676, -77.1772604"
NORTHROP GRUMMAN SYSTEMS CORPORATION,DULLES,VIRGINIA,"38.9639112, -77.4496269"
NORTHROP GRUMMAN SYSTEMS CORPORATION,HERNDON,VIRGINIA,"38.9695545, -77.3860976"
NORTHROP GRUMMAN SYSTEMS CORPORATION,HERNDON,VIRGINIA,"38.9695545, -77.3860976"
NORTHROP GRUMMAN SYSTEMS CORPORATION,ANNAPOLIS,MARYLAND,"38.9764364, -76.489642"
NORTHROP GRUMMAN SYSTEMS CORPORATION,LINTHICUM HEIGHTS,MARYLAND,"39.2051077, -76.6527456"
NORTHROP GRUMMAN SYSTEMS CORPORATION,LINTHICUM HEIGHTS,MARYLAND,"39.2051077, -76.6527456"
NORTHROP GRUMMAN SYSTEMS CORPORATION,LINTHICUM HEIGHTS,MARYLAND,"39.2051077, -76.6527456"
NORTHROP GRUMMAN SYSTEMS CORPORATION,SYKESVILLE,MARYLAND,"39.3737149, -76.9677566"
NORTHROP GRUMMAN SYSTEMS CORPORATION,ELKTON,MARYLAND,"39.60677889999999, -75.83327179999999"
NORTHROP GRUMMAN SYSTEMS CORPORATION,DAYTON,OHIO,"39.7592225, -84.1936144"
NORTHROP GRUMMAN SYSTEMS CORPORATION,BOULDER,COLORADO,"40.0189728, -105.2747406"
NORTHROP GRUMMAN SYSTEMS CORPORATION,MAGNA,UTAH,"40.7091121, -112.1016088"
NORTHROP GRUMMAN SYSTEMS CORPORATION,BETHPAGE,NEW YORK,"40.7442664, -73.4820687"
NORTHROP GRUMMAN SYSTEMS CORPORATION,HILL AIR FORCE BASE,UTAH,"41.10968, -111.9826984"
NORTHROP GRUMMAN SYSTEMS CORPORATION,CLEARFIELD,UTAH,"41.1107771, -112.0260538"
NORTHROP GRUMMAN SYSTEMS CORPORATION,ROY,UTAH,"41.1616108, -112.0263313"
NORTHROP GRUMMAN SYSTEMS CORPORATION,CORINNE,UTAH,"41.5510441, -112.1102262"
NORTHROP GRUMMAN SYSTEMS CORPORATION,ROLLING MEADOWS,ILLINOIS,"42.0841936, -88.0131275"
NORTHROP GRUMMAN SYSTEMS CORPORATION,BUFFALO,NEW YORK,"42.88690039999999, -78.8788896"
NORTHROP GRUMMAN SYSTEMS CORPORATION,MINNEAPOLIS,MINNESOTA,"44.977753, -93.2650108"
NORTHWEST REGIONAL RE-ENTRY CENTER (NWRRC),PORTLAND,OREGON,"45.515232, -122.6783853"
NORTON ROSE FULBRIGHT US LLP,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
NORWICH UNIVERSITY APPLIED RESEARCH INSTITUTES LTD,NORTHFIELD,VERMONT,"44.148452, -72.6562758"
"NOVA GROUP, INC.",NAPA,CALIFORNIA,"38.2975381, -122.286865"
"NOVETTA, INC.",MCLEAN,VIRGINIA,"38.9338676, -77.1772604"
"NOVITAS SOLUTIONS, INC",MECHANICSBURG,PENNSYLVANIA,"40.2132692, -77.0080309"
"NTT DATA FEDERAL SERVICES, INC",HERNDON,VIRGINIA,"38.9695545, -77.3860976"
NTT DATA SERVICES FEDERAL GOVERNMENT LLC,HERNDON,VIRGINIA,"38.9695545, -77.3860976"
NUCLEAR FUEL SERVICES INC,ERWIN,TENNESSEE,"36.1451082, -82.41680550000001"
"NUMET MACHINING TECHNIQUES, LLC",ORANGE,CONNECTICUT,"41.278637, -73.0265277"
"NV5 GEOSPATIAL, INC.",SAINT PETERSBURG,FLORIDA,"27.7671271, -82.6384451"
"NVE, INC",HERNDON,VIRGINIA,"38.9695545, -77.3860976"
"O&M HALYARD, INC.",MECHANICSVILLE,VIRGINIA,"37.6087561, -77.3733139"
"O. K. FOODS, INC.",FORT SMITH,ARKANSAS,"35.3843722, -94.42096459999999"
"O.C. LUGO CO., INC., THE",CONNELLSVILLE,PENNSYLVANIA,"40.0178522, -79.58948280000001"
"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",OAK RIDGE,TENNESSEE,"36.0103561, -84.26964490000002"
"OASIS SYSTEMS, LLC",BURLINGTON,MASSACHUSETTS,"42.5047161, -71.1956205"
"OBI SEAFOODS, LLC",SEATTLE,WASHINGTON,"47.6061389, -122.3328481"
OBXTEK INC.,MCLEAN,VIRGINIA,"38.9338676, -77.1772604"
OCCUPATIONAL TRAINING CENTER OF BURLINGTON COUNTY (INC),BURLINGTON TOWNSHIP,NEW JERSEY,"40.0506803, -74.8403779"
OCEANEERING INTERNATIONAL INC,CHESAPEAKE,VIRGINIA,"36.7682088, -76.2874927"
OCEANEERING INTERNATIONAL INC,HANOVER,MARYLAND,"39.19550419999999, -76.7228227"
"ODIN ENVIRONMENTAL SOLUTIONS, LLC",ROCKLIN,CALIFORNIA,"38.7907339, -121.2357828"
"ODLE MANAGEMENT GROUP, L.L.C",SCOTTSDALE,ARIZONA,"33.4948764, -111.9216734"
"ODYSSEY SYSTEMS CONSULTING GROUP, LTD.",WAKEFIELD,MASSACHUSETTS,"42.5018307, -71.07504879999999"
"OEC MEDICAL SYSTEMS, INC.",SALT LAKE CITY,UTAH,"40.7605601, -111.8881397"
"OFFSHORE SERVICE VESSELS, L.L.C.",CUT OFF,LOUISIANA,"29.5427168, -90.3381361"
"OHIO KEPRO, INC.",CLEVELAND,OHIO,"41.49932, -81.6943605"
OHIO MACHINERY CO,COLUMBUS,OHIO,"39.9625112, -83.0032218"
"OIL STATES INDUSTRIES, INC.",ARLINGTON,TEXAS,"32.735687, -97.10806559999999"
OKLAHOMA CITY WATER UTILITIES TRUST INDENTURE,OKLAHOMA CITY,OKLAHOMA,"35.4688692, -97.519539"
OKLAHOMA GAS AND ELECTRIC COMPANY,OKLAHOMA CITY,OKLAHOMA,"35.4688692, -97.519539"
OLD DOMINION UTILITY SERVICES INCORPORATED,FORT EUSTIS,VIRGINIA,"37.1525136, -76.5775744"
OLD NORTH UTILITY SERVICES,COSTA MESA,CALIFORNIA,"33.6638439, -117.9047429"
OLIN WINCHESTER LLC,OXFORD,MISSISSIPPI,"34.3659868, -89.5188246"
OLIN WINCHESTER LLC,EAST ALTON,ILLINOIS,"38.8803256, -90.1112184"
"OLIN WINCHESTER, LLC",INDEPENDENCE,MISSOURI,"39.0911161, -94.41550679999999"
"OLSSON INDUSTRIAL ELECTRIC, INC",SPRINGFIELD,OREGON,"44.0462362, -123.0220289"
OLYMPUS AMERICA INC,CENTER VALLEY,PENNSYLVANIA,"40.5294058, -75.3936935"
OLYMPUS AMERICA INC,WALTHAM,MASSACHUSETTS,"42.3764358, -71.23575009999999"
"OMNICELL, INC.",MOUNTAIN VIEW,CALIFORNIA,"37.3900264, -122.0812304"
ONE GAS INC,OKLAHOMA CITY,OKLAHOMA,"35.4688692, -97.519539"
"ONE NETWORK ENTERPRISES, INC.",DALLAS,TEXAS,"32.7766642, -96.79698789999999"
"ONEIDA TECHNICAL SOLUTIONS, LLC",ONEIDA,NEW YORK,"43.0925684, -75.65129309999999"
"ONLOCATION, INC.",VIENNA,VIRGINIA,"38.9012225, -77.2652604"
"ONTIC ENGINEERING AND MANUFACTURING, INC.",CHATSWORTH,CALIFORNIA,"34.2572378, -118.5973401"
"OPEN TEXT PUBLIC SECTOR SOLUTIONS, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"OPPORTUNITIES AND RESOURCES, INC.",WAHIAWA,HAWAII,"21.4959617, -158.0297748"
OPPORTUNITY VILLAGE,LAS VEGAS,NEVADA,"36.171563, -115.1391009"
"OPTIMA BATTERIES, INC.",MILWAUKEE,WISCONSIN,"43.0410344, -87.9096783"
"OPTUM PHARMACY 801, INC.",PHOENIX,ARIZONA,"33.4482266, -112.0776781"
"OPTUM PUBLIC SECTOR SOLUTIONS, INC.",ROCKVILLE,MARYLAND,"39.0839973, -77.1527578"
"OPTUMHEALTH CARE SOLUTIONS, LLC",EDEN PRAIRIE,MINNESOTA,"44.8546856, -93.47078599999999"
"OPTUMRX ADMINISTRATIVE SERVICES, LLC",EDEN PRAIRIE,MINNESOTA,"44.8546856, -93.47078599999999"
"ORACLE AMERICA, INC.",REDWOOD CITY,CALIFORNIA,"37.4847955, -122.228141"
"ORBIS SIBRO, INC.",CHARLESTON,SOUTH CAROLINA,"32.7833163, -79.9319664"
ORBITAL SCIENCES CORPORATION,DULLES,VIRGINIA,"38.9639112, -77.4496269"
ORBITAL SCIENCES LLC,CHANDLER,ARIZONA,"33.3061605, -111.8412502"
OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OREGON,"45.515232, -122.6783853"
OREGON STATE UNIVERSITY,CORVALLIS,OREGON,"44.5646356, -123.2619607"
ORIANA HOUSE INC,AKRON,OHIO,"41.081199, -81.51883769999999"
ORIGAMI RISK LLC,CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
"ORION MARINE CONSTRUCTION, INC.",TAMPA,FLORIDA,"27.9516896, -82.45875269999999"
ORTHO-CLINICAL DIAGNOSTICS INC,ROCHESTER,NEW YORK,"43.15657789999999, -77.6088465"
"ORTHO-CLINICAL DIAGNOSTICS, INC.",RARITAN,NEW JERSEY,"40.5741588, -74.6386874"
OSCAR RENDA CONTRACTING INC,GRAPEVINE,TEXAS,"32.9394524, -97.078668"
OSHKOSH DEFENSE LLC,OSHKOSH,WISCONSIN,"44.0247062, -88.5426136"
"OSI INDUSTRIES, LLC",AURORA,ILLINOIS,"41.7605849, -88.32007150000001"
"OST, INC.",WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
"OTAK, INC.",PORTLAND,OREGON,"45.515232, -122.6783853"
"OTICON, INC",SOMERSET,NEW JERSEY,"40.5292099, -74.64004320000001"
OTT HYDROMET CORP,STERLING,VIRGINIA,"39.0066993, -77.4291298"
"OVERHAUL SUPPORT SERVICES, LLC",EAST GRANBY,CONNECTICUT,"41.9412081, -72.7273158"
"OWENS & MINOR DISTRIBUTION, INC.",MECHANICSVILLE,VIRGINIA,"37.6087561, -77.3733139"
OWL INC,SAINT JOHNS,FLORIDA,"30.0990662, -81.52298979999999"
"P C MECHANICAL, INC",SANTA MARIA,CALIFORNIA,"34.9530337, -120.4357191"
"PACIFIC DEFENSE STRATEGIES, INC.",EL SEGUNDO,CALIFORNIA,"33.9191799, -118.4164652"
PACIFIC GAS AND ELECTRIC COMPANY,OAKLAND,CALIFORNIA,"37.8043514, -122.2711639"
PACIFIC SCIENTIFIC COMPANY,MEDLEY,FLORIDA,"25.8406526, -80.3264404"
PACIFIC SCIENTIFIC ENERGETIC MATERIALS CO CALIFORNIA LLC,CHANDLER,ARIZONA,"33.3061605, -111.8412502"
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),HOLLISTER,CALIFORNIA,"36.8524545, -121.4016021"
"PACIFIC STAR COMMUNICATIONS, INC.",PORTLAND,OREGON,"45.515232, -122.6783853"
PACIFIC TECH CONSTRUCTION INC,KELSO,WASHINGTON,"46.146779, -122.9084445"
PACT INC,MICHIGAN CITY,INDIANA,"41.70753939999999, -86.8950297"
PAE APPLIED TECHNOLOGIES LLC,ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
PAE AVIATION AND TECHNICAL SERVICES LLC,MARLTON,NEW JERSEY,"39.8912248, -74.9218324"
"PAE GOVERNMENT SERVICES, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
PAE LABAT-ANDERSON LLC,FALLS CHURCH,VIRGINIA,"38.88233400000001, -77.1710914"
PAE NATIONAL SECURITY SOLUTIONS LLC,FREDERICKSBURG,VIRGINIA,"38.3003751, -77.4588059"
"PAGE IMEG JOINT VENTURE, LLC",HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
PALANTIR TECHNOLOGIES INC.,DENVER,COLORADO,"39.7392358, -104.990251"
PALANTIR USG INC,PALO ALTO,CALIFORNIA,"37.4418834, -122.1430195"
PALEOWEST LLC,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
"PALLADIAN PARTNERS, INC.",SILVER SPRING,MARYLAND,"38.99066570000001, -77.026088"
"PALMETTO GBA, LLC",COLUMBIA,SOUTH CAROLINA,"34.0008322, -81.035147"
"PALOMAR PRODUCTS, INC.",RANCHO SANTA MARGARITA,CALIFORNIA,"33.640171, -117.602832"
"PANTEXAS DETERRENCE, LLC",LYNCHBURG,VIRGINIA,"37.4148819, -79.1422071"
PAR GOVERNMENT SYSTEMS CORPORATION,ROME,NEW YORK,"43.2128473, -75.4557303"
PARAGON SYSTEMS INC,HERNDON,VIRGINIA,"38.9695545, -77.3860976"
PARALLAX ADVANCED RESEARCH CORPORATION,BEAVERCREEK,OHIO,"39.7092262, -84.06326849999999"
PARATA SYSTEMS LLC,DURHAM,NORTH CAROLINA,"35.9955684, -78.9002077"
PARC COMMUNITY PARTNERSHIP FOUNDATION,CLEARFIELD,UTAH,"41.1107771, -112.0260538"
"PARIS BROTHERS, INC.",KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
"PARKDALE ADVANCED MATERIALS, INC.",GASTONIA,NORTH CAROLINA,"35.2621735, -81.1870849"
PARKER-HANNIFIN CORPORATION,IRVINE,CALIFORNIA,"33.6845673, -117.8265049"
PARKER-HANNIFIN CORPORATION,IRVINE,CALIFORNIA,"33.6845673, -117.8265049"
PARSONS GOVERNMENT SERVICES INC.,HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
PARSONS GOVERNMENT SERVICES INC.,CENTREVILLE,VIRGINIA,"38.8403909, -77.42887689999999"
PARSONS GOVERNMENT SERVICES INTERNATIONAL INC.,PASADENA,CALIFORNIA,"34.1476527, -118.144302"
"PASHA GROUP, THE",SAN RAFAEL,CALIFORNIA,"37.9735346, -122.5310874"
PASHA HAWAII HOLDINGS LLC,HONOLULU,HAWAII,"21.3098845, -157.8581401"
"PATRICIO ENTERPRISES, INC.",STAFFORD,VIRGINIA,"38.4220687, -77.4083086"
PATRIOT TEAM,TULSA,OKLAHOMA,"36.1551375, -95.98950099999999"
PAVE-TECH INC.,VISTA,CALIFORNIA,"33.2000368, -117.2425355"
"PCCI, INC.",ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
PCL CONSTRUCTION INC,TEMPE,ARIZONA,"33.4255104, -111.9400054"
"PCX AEROSTRUCTURES, LLC",NEWINGTON,CONNECTICUT,"41.6972996, -72.7228293"
"PCX AEROSYSTEMS-MANCHESTER, LLC",MANCHESTER,CONNECTICUT,"41.7759301, -72.52150089999999"
"PECKHAM VOCATIONAL INDUSTRIES, INC.",LANSING,MICHIGAN,"42.73359929999999, -84.55386639999999"
"PEERLESS INSTRUMENT CO., INC.",FARMINGDALE,NEW YORK,"40.7325997, -73.4454009"
PEERLESS TECHNOLOGIES CORPORATION,FAIRBORN,OHIO,"39.8208925, -84.01937889999999"
"PEMBROOKE OCCUPATIONAL HEALTH, INC.",RICHMOND,VIRGINIA,"37.5407246, -77.4360481"
PENN POWER GROUP LLC,YORK HAVEN,PENNSYLVANIA,"40.1109277, -76.7158012"
"PENNSYLVANIA STATE UNIVERSITY, THE",UNIVERSITY PARK,PENNSYLVANIA,"40.8147955, -77.86531260000001"
"PENTAX OF AMERICA, INC.",MONTVALE,NEW JERSEY,"41.05960049999999, -74.05266759999999"
"PEOPLETEC, INC.",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
PERATON AEROSPACE & DEFENSE INC.,HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
